profile_a,profile_b,node_visit_js_divergence_nats,edge_flow_js_divergence_nats,win_probability_gap,trajectory_entropy_gap_nats
neutral_selfish_neutral,reckless_noble_neutral,0.0742290937112,0.096672765044,0.032996515486,1.8183881414
neutral_selfish_neutral,reckless_noble_tactical,0.0775852154514,0.100332685777,0.0296721068577,1.6492273919
neutral_selfish_tactical,neutral_neutral_physical,0.0412946642265,0.058174999681,0.0567386060033,2.4916787996
neutral_selfish_tactical,neutral_neutral_neutral,0.0165579626867,0.0231828613527,0.0398377033303,2.1207046855
neutral_selfish_tactical,neutral_neutral_tactical,0.00825643268079,0.0110607581822,0.0238628532803,1.1088904849
neutral_selfish_tactical,neutral_noble_physical,0.0550319888278,0.0795294789189,0.0587027963043,2.4320932691
neutral_selfish_tactical,neutral_noble_neutral,0.032538151194,0.0466134501324,0.0497422600533,2.2836729549
neutral_selfish_tactical,neutral_noble_tactical,0.025372074454,0.0351030701143,0.0414048640633,1.4463524305
neutral_selfish_tactical,reckless_selfish_physical,0.0511347055831,0.0732395813827,0.0193750390455,0.5245177613
neutral_selfish_tactical,reckless_selfish_neutral,0.0356989819095,0.0509884418477,0.0255328673409,0.6735659143
neutral_selfish_tactical,reckless_selfish_tactical,0.0260283965313,0.0369407929412,0.0255765634328,0.6225716866
neutral_selfish_tactical,reckless_neutral_physical,0.071712214903,0.100044838812,0.0096798752055,0.4066517062
neutral_selfish_tactical,reckless_neutral_neutral,0.0554451712838,0.0767939258481,0.0131889759094,0.4188038719
neutral_selfish_tactical,reckless_neutral_tactical,0.0450110317616,0.0618187611534,0.011024315152,0.2913435579
neutral_selfish_tactical,reckless_noble_physical,0.0885124289942,0.122395492897,0.0025897169908,0.7103032248
neutral_selfish_tactical,reckless_noble_neutral,0.0714796302641,0.0981250741861,0.0051131431467,0.6310859148
neutral_selfish_tactical,reckless_noble_tactical,0.0607503321948,0.0825279059919,0.0017887345184,0.4619251653
neutral_neutral_physical,neutral_neutral_neutral,0.00964915702823,0.0135892247508,0.016900902673,0.3709741141
neutral_neutral_physical,neutral_neutral_tactical,0.0380458218218,0.0522028327151,0.032875752723,1.3827883147
neutral_neutral_physical,neutral_noble_physical,0.00614214951688,0.0090025123415,0.001964190301,0.0595855305
neutral_neutral_physical,neutral_noble_neutral,0.0166642258463,0.0229051166158,0.00699634595,0.2080058447
neutral_neutral_physical,neutral_noble_tactical,0.0463230226069,0.0622533244158,0.01533374194,1.0453263691
neutral_neutral_physical,reckless_selfish_physical,0.0251767486007,0.0356387218823,0.0761136450488,3.0161965609
neutral_neutral_physical,reckless_selfish_neutral,0.0347316593689,0.0479885195242,0.0822714733442,3.1652447139
neutral_neutral_physical,reckless_selfish_tactical,0.0524451445245,0.0713268488578,0.0823151694361,3.1142504862
neutral_neutral_physical,reckless_neutral_physical,0.0382737345169,0.0496818820807,0.0664184812088,2.8983305058
neutral_neutral_physical,reckless_neutral_neutral,0.0467552330828,0.0608921522781,0.0699275819127,2.9104826715
neutral_neutral_physical,reckless_neutral_tactical,0.0642543679275,0.0842267804809,0.0677629211553,2.7830223575
neutral_neutral_physical,reckless_noble_physical,0.052408933501,0.0670768674891,0.0593283229941,3.2019820244
neutral_neutral_physical,reckless_noble_neutral,0.0598497382943,0.0769234090574,0.06185174915,3.1227647144
neutral_neutral_physical,reckless_noble_tactical,0.0769866424961,0.0996898478508,0.0585273405217,2.9536039649
neutral_neutral_neutral,neutral_neutral_tactical,0.0107775807006,0.0147248398194,0.01597485005,1.0118142006
neutral_neutral_neutral,neutral_noble_physical,0.0139060796608,0.0210434847647,0.018865092974,0.3113885836
